titulo,descripcion,fecha_publicacion,etiquetas,categoria_id,thumbnails,idioma,vistas,likes,dislikes,comentarios,favoritos,duracion,dimension,definicion,caption,proyeccion,estado_upload,estado_privacidad,licencia,embeddable,publicStatsViewable,madeForKids
Skyrim.exe,"xfabor no me cancelen

Mi Tienda: https://rubiuscorp.com/
Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius

Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2020-08-02T19:38:31Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'videojuegos', 'games', 'gaming', 'skyrim', 'nuevo', '2020', 'mejor', 'mujer', 'cancelado', 'cuerno de mamut', 'meme', 'memes', 'rubio', 'hijo del dragon']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,6780434,1180509,0,68394,0,PT4M11S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Rasputin Remix (DIFICIL) | Beat Saber VR by RUBIUS,"Like si-RA RA RASPUTIN!
Mi Tienda: https://rubiuscorp.com/
Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius

Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2020-07-19T19:31:30Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'videojuegos', 'games', 'gaming', 'vr', 'realidad virtual', 'beat saber', 'espadas laser', 'espada', 'cancion', 'rasputin', 'ruso', 'funk overload', 'remix', 'nuevo', '2020', 'dificil', 'musica', 'mejor']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,7106249,942147,0,39220,0,PT5M18S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
SANDIA CHALLENGE by Rubius,"Like si tu madre es maja :)

Nuevas camisetas: https://rubiuscorp.com/
Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2020-06-30T20:46:05Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'videojuegos', 'games', 'gaming', 'challenge', 'sandia', 'nuevo', '2020', 'video', 'mejor', 'editado', 'amigos', 'reto', 'gomas', 'melon', 'watermelon']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,10837411,1503107,0,86746,0,PT8M9S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
CANCIONES DEL CORONAVIRUS,"Like y no se te acabara el papel higienico

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2020-03-15T21:08:56Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'coronavirus', 'corona', 'covid', 'corona virus', 'canciones', 'reaccionando', 'cumbia', 'pokemon', 'pokemon go', 'trap', 'cancion', 'videos graciosos', 'tik tok']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,12628368,1163953,0,64942,0,PT11M52S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Me Gasto 500€ en una Granja Online,"Like para darle amor a la segunda oveja

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2020-03-10T21:24:30Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'videojuegos', 'games', 'gaming', 'granja', 'patos', 'ovejas', 'granja online', 'online', 'directo', 'stream', 'streamer', 'pato', 'ganso', 'oveja', 'animales']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,8263403,874430,0,24712,0,PT8M1S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
"VIRTUAL HERO 2, Capitulo 1 🦋","Like si hay que hacerle caso a los piratas
¿Quieres seguir viendo VIRTUAL HERO? Descárgate la app de Movistar+ seas del operador que seas y ¡prueba un mes gratis!
Una vez descargada,  regístrate en (movistar.es/lite) y ya puedes ver la serie completa



Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2020-02-27T20:30:10Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'humor', 'entretenimiento', 'videojuegos', 'gaming', 'virtual hero', 'serie', 'anime', 'opening', 'virtual hero 2', 'vh2', 'cancion', 'estreno', 'nuevo', '2020', 'el rubius', 'vr', 'orv', 'realidad virtual', 'completo', 'completa']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,7181551,723438,0,59123,0,PT1H1M28S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
MI NUEVO COCHE ft. Will Smith,"Like por el final inesperado

Link al trailer para el concurso: https://www.youtube.com/watch?v=a217119R3tE

illo que salen Will Smith y Martin Lawrence en el video, que haces leyendo todavia este texto?
#ad

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2020-01-11T20:33:03Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'will smith', 'will', 'smith', 'bad boys', 'coche', 'mi nuevo coche', 'mi coche', 'coche elrubius', 'el rubio', 'mangel', 'martin lawrence', 'mangelrogel', 'pelicula', 'bad boys for life', 'lamborghini', 'porsche', 'car', 'my new car']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,19196258,2106250,0,124272,0,PT6M59S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
RUBIUS REWIND 2019,"Like por este año =)

Efectos especiales y montaje: https://twitter.com/adrilik
Remix Minero by syko: https://www.youtube.com/watch?v=7bwZBnfUdJA

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2020-01-05T19:31:26Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'rewind', 'youtube rewind', 'hispano', '2019', 'mejor', 'mejores momentos', '2020', 'rubius 2019', 'cancion', 'musica', 'minero', 'minecraft', 'karmaland', 'meme', 'memes', 'recopilacion', 'montaje', 'remix']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,17477024,1993695,0,73091,0,PT6M23S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
SUBS MANDAN VIDEOS #5,"Like si no deberias meterte cosas por la nariz

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-12-22T21:48:12Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'videojuegos', 'games', 'gaming', 'subs mandan videos', 'videos', 'directo', 'no te rias', 'challenge', 'twitch', 'suscriptores mandan videos']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,25207714,1246983,0,38915,0,PT13M25S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
He cometido un error,"Like por los que se quedaron calvos

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-12-13T19:19:05Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'white', 'calvo', 'teñido', 'rubio', 'color', 'pelo', 'nuevo', '2019', 'cancion', 'meme', 'memes', 'anime', 'frozen', 'evento', 'ibai', 'willyrex', 'auronplay']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,15268819,1665903,0,81023,0,PT1M49S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Death Stranding en 1 minuto,"Dame likes para que pueda seguir trabajando de repartidor xfabor

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-11-23T20:13:51Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'videojuegos', 'games', 'gaming', 'death stranding', 'norman reedus', 'en 1 minuto', '1 minuto', 'un minuto', 'meme', 'memes', 'norman', 'walking dead', 'kojima', 'dead stranding', 'monster', 'bebe', 'like', 'likes']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,12842908,900675,0,18611,0,PT4M19S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
RECIBO UN MALETIN MISTERIOSO DE KOJIMA,"Like si es el mejor paquete que me ha llegado hasta hoy. omg. 

sigo fangirleando

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-11-09T22:24:34Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'gaming', 'kojima', 'paquete', 'maletin', 'unboxing', 'wilson', 'hideo kojima', 'death stranding', 'ps4', 'edicion coleccionista', 'pt']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,9802159,1193543,0,33390,0,PT10M44S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
"Pato, No Seas Malo","Like si te gustan los patos

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-09-29T20:31:09Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'videojuegos', 'pato', 'ganso', 'simulador', 'jardin', 'jardinero', 'gameplay', 'nuevo', '2019', 'cancion', 'epico']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,14381936,1134705,0,29144,0,PT7M32S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
ESCAPANDO DEL AREA 51,"Like para hacer feliz a Antonio el Alien (es su primera vez en Youtube)
Instagram de Chica: @lauracapulett
Instagram de Chica 2: @claudiatwerkup

Cancion de Alien by Vengamonjas: https://www.youtube.com/watch?v=qBKj7_So4Y0

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5",2019-09-22T20:05:48Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'alien', 'area 51', 'area51', 'alienigena', 'fiesta', 'party', 'amigos', 'cajas', 'musica', 'chicas']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,17190336,1765824,0,121164,0,PT5M3S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
MIS GATOS CONOCEN A UN PERRO,"Like por la paciencia de Wilson

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-09-08T19:34:15Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'gato', 'gatos', 'wilson', 'raspy', 'perro', 'animal', 'animales', 'reaccion', 'reacciona', 'cat', 'funny', 'meme']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,19420989,1433478,0,49545,0,PT11M32S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
SUBS MANDAN VIDEOS #4,"Like si hoy te sientes ESKELER

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Reaccionando a: https://youtu.be/0O07851awiY",2019-09-04T20:05:13Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'gracioso', 'videojuegos', 'gaming', 'videos', 'memes', 'subs mandan videos', 'suscriptores', 'reaccionando', 'reacciona', 'auronplay', 'willyrex', 'minecraft', 'españa', 'mejor', '2019', 'wow']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,18183386,1014987,0,24107,0,PT13M33S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
DIOS GAMER VUELVE A HAPPY WHEELS,"Like para pagar la operacion del pequeño Timmy

Esta noche directo de WoW aqui! https://twitch.tv/Rubius


Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-08-26T19:21:25Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'videojuegos', 'games', 'gaming', 'happy wheels', 'happy', '2019', 'nuevo', 'nostalgia', 'mejor', 'mejores', 'random', 'meme', 'memes', 'reto', 'challenge', 'imposible']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,11777456,911535,0,39038,0,PT13M4S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
El Memecraft,"Like si quieres mas tutoriales del survival

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-08-15T20:19:28Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'games', 'gaming', 'minecraft', 'memecraft', 'meme', 'creeper', 'tutorial', 'datos', 'mejor', '2019', 'nuevo', 'montaje']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,15193586,1266135,0,31968,0,PT9M18S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
50 COSAS SOBRE MI 2019 by Rubius,"Like para que vengan los alienigenas

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-08-04T18:48:19Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', '50 cosas', '50 cosas sobre mi', 'que no sabias', '2019', 'nuevo', 'noruego', 'wow', 'eminem', 'datos', 'curiosidades']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,12902588,1413841,0,47344,0,PT5M45S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
JUGANDO A VUESTROS MAPAS | Mario Maker 2,"Like para que Luigi haga mas PRRRINGs

Tienda ropa: https://otakusclub.com/
Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-07-21T21:06:35Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'videojuegos', 'games', 'gaming', 'mario', 'mario maker', 'super mario', 'mario maker 2', 'luigi', 'mapas', 'suscriptores', 'best maps', 'mejores mapas', 'mejor']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,17645718,859293,0,17552,0,PT16M23S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
AGUA DE CHICA GAMER 🤢,"Like si quieres agua de Mateo

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-07-13T19:59:46Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'gamer', 'agua', 'agua de chica gamer', 'belle', 'belle delphine', 'belle delfin', 'tik tok', '2019', 'nuevo', 'noticias rubius', 'boda', 'luzu', 'meme', 'memes', 'no seas malo', 'peluca']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,20715506,2290034,0,90289,0,PT10M2S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
VUELVEN LOS TRAUMAS | Super Mario Maker 2,"Like para moar Super Luigi Maker 2! 

Pasadme vuestros mapas por twitter con hashtag #MarioRubius :D

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-07-07T20:27:41Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'videojuegos', 'games', 'gaming', 'mario maker', 'super mario maker 2', 'super mario maker', 'super mario', 'luigi', 'nivel', 'nuevo', '2019']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,11538297,850730,0,21088,0,PT10M55S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
RUBIUS abusando de RUBIUS en el juego de RUBIUS (VR),"Like por la gran cantidad de RUBIUS en el titulo.
Rubius
Aqui teneis el juego GRATIS (sin micropagos lul) Dejad una buena reseña en steam ^^ https://store.steampowered.com/app/1065390/Virtual_Hero_VR/

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-06-30T19:18:21Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'juego', 'videojuegos', 'games', 'gaming', 'realidad virtual', 'virtual hero', 'vr', 'rv', 'gafas', 'habitacion', 'cuarto', 'personaje', '3d', 'cuerno de mamut']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,15624830,846823,0,17633,0,PT9M30S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
WHISPER CHALLENGE con Auronplay,"Like por un puñetazo en la espalda

Video de Auron https://www.youtube.com/watch?v=sboXdNY4g9I
Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-06-20T18:16:44Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'auronplay', 'auron', 'rubius y auron', 'challenge', 'reto', 'whisper', 'whisper challenge', 'nuevo', 'memes', 'leer los labios']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,22247431,2009470,0,45073,0,PT12M2S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
NO HAGAN ESTOS EXPERIMENTOS EN CASA by Rubius,"Like por el GAS GAS GAS

Mi libro, luna de pl... Digo, Escuela de Gamers 3, ya está a la venta en España, Mexico, Chile, Argentina, Peru, Uruguay, Paraguay, Asia del Este, Jupiter y Asgard. Leanlo, se que les va a encantar.

Twitch: https://twitch.tv/Rubius
Server Discord: https://discord.gg/rubius
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323",2019-06-06T20:05:03Z,"['elrubius', 'elrubiusomg', 'rubius', 'español', 'risa', 'risas', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'experimento', 'experimentos', 'cienftifico', 'cientificos', 'ciencia', 'libro', '2019', 'nuevo', 'extintor', 'silla', 'cientifikus']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,15485153,1181049,0,33419,0,PT10M28S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
